title,mission,env,all_steps,num_planned_steps,num_steps_completed,max_steps,failed_step,success_conds,passing_conds,success_rate,failed_conds,prompt_difficulty,final_output,plan
"Swap contents of fridge, cabinet","Place all the contents of the fridge on the countertop, then all contents of the cabinet in the fridge, and then the items from the countertop in the cabinet.",MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,14,1,15,Pick up the casserole inside the electric_refrigerator_0,7,0,0.0,"['Plate swapped.', 'Casserole swapped.', 'Vegetable oil swapped', 'Apple swapped', 'Soap swapped', 'Rag swapped', 'Dustpan swapped']",2,Failed parsing,"['Pick up the casserole inside the electric_refrigerator_0', 'Pick up the plate inside the electric_refrigerator_0', 'Pick up the vegetable_oil inside the electric_refrigerator_0', 'Pick up the apple inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the soap inside the cabinet_0', 'Pick up the rag inside the cabinet_0', 'Pick up the dustpan inside the cabinet_0', 'Place at the electric_refrigerator_0', 'Pick up the casserole on the countertop_0', 'Pick up the plate on the countertop_0', 'Pick up the vegetable_oil on the countertop_0', 'Pick up the apple on the countertop_0', 'Place at the cabinet_0']"
"Swap contents of fridge, cabinet",Swap the contents of the fridge and the cabinet.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,9,1,15,Pick up the casserole inside the electric_refrigerator_0,7,0,0.0,"['Plate swapped.', 'Casserole swapped.', 'Vegetable oil swapped', 'Apple swapped', 'Soap swapped', 'Rag swapped', 'Dustpan swapped']",3,Failed parsing,"['Pick up the casserole inside the electric_refrigerator_0', 'Pick up the plate inside the electric_refrigerator_0', 'Pick up the vegetable_oil inside the electric_refrigerator_0', 'Pick up the apple inside the electric_refrigerator_0', 'Place at the cabinet_0', 'Pick up the soap inside the cabinet_0', 'Pick up the rag inside the cabinet_0', 'Pick up the dustpan inside the cabinet_0', 'Place at the electric_refrigerator_0']"
Necklace on table,Place the necklace on the table.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,2,2,3,,1,1,1.0,[],1,Success,"['Pick up the necklace_0', 'Place at the table_0']"
Necklace on table,Put any jewelry on the table.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,2,2,3,,1,1,1.0,[],2,Success,"['Pick up the white necklace on the floor', 'Place at the table at the same location as the notebook']"
Necklace on table,Jewelry shouldn't be on the floor!,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,2,2,3,,1,0,0.0,['Necklace on table'],3,Success,"['Pick up the white necklace on the floor', 'Place at the cabinet_0']"
Socks in cabinet,Place both socks in the cabinet,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,3,1,5,Pick up the sock_0 on the sofa_0,2,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet']",1,Failed parsing,"['Pick up the sock_0 on the sofa_0', 'Pick up the sock_1 on the floor', 'Place at the cabinet_0 at the same location as the gym_shoe_0']"
Socks in cabinet,Place any clothing items in the cabinet.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,4,1,5,Pick up the gym_shoe_0 next to the cabinet_0,2,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet']",2,Type of action cannot be performed,"['Pick up the gym_shoe_0 next to the cabinet_0', 'Pick up the sock_0 next to the sofa_0', 'Pick up the sock_1', 'Place at the cabinet_0']"
Socks in cabinet,Clean up the clothing items.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,4,1,5,Pick up the gym_shoe_0 next to the cabinet_0,2,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet']",3,Type of action cannot be performed,"['Pick up the gym_shoe_0 next to the cabinet_0', 'Pick up the sock_0 next to the sofa_0', 'Pick up the sock_1', 'Place at the cabinet_0']"
Prepare gym clothing,Place both socks and the gym shoes on a table.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,4,1,9,Pick up the sock_0 on the sofa_0,4,0,0.0,"['Sock_1 on table', 'Sock_0 on table', 'Shoes on table', 'All at same location']",1,Failed parsing,"['Pick up the sock_0 on the sofa_0', 'Pick up the sock_1 on the floor', 'Pick up the gym_shoe_0 on the cabinet_0', 'Place at the table_0']"
Prepare gym clothing,Place the gym clothing on a table.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,4,1,9,Pick up the gym_shoe_0 next to the cabinet_0,4,0,0.0,"['Sock_1 on table', 'Sock_0 on table', 'Shoes on table', 'All at same location']",2,Type of action cannot be performed,"['Pick up the gym_shoe_0 next to the cabinet_0', 'Pick up the sock_0 on the sofa_0', 'Pick up the sock_1 on the floor', 'Place at the table_0 next to the cabinet_0']"
Prepare gym clothing,Prepare my gym clothing where I can easily reach it!,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,4,1,9,Pick up the gym_shoe_0 next to the cabinet_0,4,0,0.0,"['Sock_1 on table', 'Sock_0 on table', 'Shoes on table', 'All at same location']",3,Type of action cannot be performed,"['Pick up the gym_shoe_0 next to the cabinet_0', 'Pick up the sock_0 on the sofa_0', 'Pick up the sock_1 on the floor', 'Place at the table_1 next to the sofa_0']"
Notebook on couch table,Place the notebook on the table next to the sofa,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,2,1,3,Pick up the notebook_0 under the table_1,1,0,0.0,['Journal on table'],1,Failure,"['Pick up the notebook_0 under the table_1', 'Place at the table_1 at the same location as the sofa_0']"
Notebook on couch table,Place the journal on the table next to the sofa,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,2,1,3,Pick up the notebook_0 under the table_1,1,0,0.0,['Journal on table'],2,Failure,"['Pick up the notebook_0 under the table_1', 'Place at the table_1 at the same location as the sofa_0']"
Notebook on couch table,Put the journal on the couch table,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,2,1,3,Pick up the notebook_0 under the table_1,1,0,0.0,['Journal on table'],3,Failure,"['Pick up the notebook_0 under the table_1', 'Place at the table_1 at the same location as the sofa_0']"
Everything in cabinet,"Place the socks, the necklace, and the notebook in the cabinet",MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,5,1,9,Pick up the sock_0 on the sofa_0,4,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet', 'Necklace in cabinet', 'Notebook in cabinet']",1,Failed parsing,"['Pick up the sock_0 on the sofa_0', 'Pick up the sock_1 on the floor', 'Pick up the necklace_0 on the floor', 'Pick up the notebook_0 under the table_1', 'Place at the cabinet_0']"
Everything in cabinet,Place all items in the cabinet.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,10,1,9,Pick up the gym_shoe_0 next to the cabinet_0,4,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet', 'Necklace in cabinet', 'Notebook in cabinet']",2,Type of action cannot be performed,"['Pick up the gym_shoe_0 next to the cabinet_0', 'Place at the cabinet_0', 'Pick up the necklace_0', 'Place at the cabinet_0', 'Pick up the notebook_0 under the table_1', 'Place at the cabinet_0', 'Pick up the sock_0 on the sofa_0', 'Place at the cabinet_0', 'Pick up the sock_1', 'Place at the cabinet_0']"
Everything in cabinet,Hide everything that's lying around.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,10,1,9,Pick up the gym_shoe_0 next to the cabinet_0,4,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet', 'Necklace in cabinet', 'Notebook in cabinet']",3,Type of action cannot be performed,"['Pick up the gym_shoe_0 next to the cabinet_0', 'Place at the cabinet_0', 'Pick up the necklace_0', 'Place at the cabinet_0', 'Pick up the notebook_0 under the table_1', 'Place at the cabinet_0', 'Pick up the sock_0 next to the sofa_0', 'Place at the cabinet_0', 'Pick up the sock_1', 'Place at the cabinet_0']"
Everything in cabinet,"Place the socks, the necklace, and the notebook in the cabinet",MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,5,1,9,Pick up the sock_0 on the sofa_0,4,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet', 'Necklace in cabinet', 'Notebook in cabinet']",1,Failed parsing,"['Pick up the sock_0 on the sofa_0', 'Pick up the sock_1 on the floor', 'Pick up the necklace_0 on the floor', 'Pick up the notebook_0 under the table_1', 'Place at the cabinet_0']"
Everything in cabinet,Place all items in the cabinet.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,6,1,9,Pick up the gym_shoe_0 next to the cabinet_0,4,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet', 'Necklace in cabinet', 'Notebook in cabinet']",2,Type of action cannot be performed,"['Pick up the gym_shoe_0 next to the cabinet_0', 'Pick up the necklace_0 on the floor', 'Pick up the notebook_0 under the table_1', 'Pick up the sock_0 on the sofa_0', 'Pick up the sock_1 on the floor', 'Place at the cabinet_0']"
Everything in cabinet,Hide everything that's lying around.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,10,1,9,Pick up the gym_shoe_0 next to the cabinet_0,4,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet', 'Necklace in cabinet', 'Notebook in cabinet']",3,Type of action cannot be performed,"['Pick up the gym_shoe_0 next to the cabinet_0', 'Place at the cabinet_0', 'Pick up the necklace_0', 'Place at the cabinet_0', 'Pick up the notebook_0 under the table_1', 'Place at the cabinet_0', 'Pick up the sock_0 next to the sofa_0', 'Place at the cabinet_0', 'Pick up the sock_1', 'Place at the cabinet_0']"
Marker on table,Put the marker on the table,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,2,1,3,Pick up the white marker next to the cabinet_0,1,0,0.0,['Highlighter on table'],1,Failed parsing,"['Pick up the white marker next to the cabinet_0', 'Place at the table_0']"
Marker on table,Put the Highlighter on the table,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,2,1,3,Pick up the white marker next to the cabinet_0,1,0,0.0,['Highlighter on table'],2,Failed parsing,"['Pick up the white marker next to the cabinet_0', 'Place at the table_0 at the same location as the document_0']"
Marker on table,Put the Highlighter on the desk,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,2,1,3,Pick up the white marker next to the cabinet_0,1,0,0.0,['Highlighter on table'],3,Failed parsing,"['Pick up the white marker next to the cabinet_0', 'Place at the table_0 at the same location as the document_0']"
Documents in cabinet,Put the documents on the table in the cabinet,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,3,1,5,Pick up the document_0 on the table_0,2,1,0.5,['Document_0 in cabinet'],1,Failed parsing,"['Pick up the document_0 on the table_0', 'Pick up the document_2 on the table_0', 'Place at the cabinet_0']"
Documents in cabinet,All documents should be in the cabinet,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,7,1,5,Pick up the document_0 on the table_0,2,1,0.5,['Document_0 in cabinet'],2,Failed parsing,"['Pick up the document_0 on the table_0', 'Pick up the document_2 on the table_0', 'Place at the cabinet_0', 'Pick up the document_1 on the cabinet_0', 'Place at the cabinet_0', 'Pick up the document_3 on the cabinet_0', 'Place at the cabinet_0']"
Documents in cabinet,Put away the documents,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,7,1,5,Pick up document_0 on table_0,2,1,0.5,['Document_0 in cabinet'],3,Failed parsing,"['Pick up document_0 on table_0', 'Pick up document_2 on table_0', 'Place at cabinet_0', 'Pick up document_1 on cabinet_0', 'Place at cabinet_0', 'Pick up document_3 on cabinet_0', 'Place at cabinet_0']"
All office supplies on table,"Place the documents from the cabinet, the marker, and the folder on the floor on the table",MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,5,1,9,Pick up the document_1 inside the cabinet_0,4,1,0.25,"['Document_3 on table', 'Document_1 on table', 'Marker on table']",1,No valid target,"['Pick up the document_1 inside the cabinet_0', 'Pick up the document_3 inside the cabinet_0', 'Pick up the marker_0 next to the cabinet_0', 'Pick up the folder_1 on the floor', 'Place at the table_0 at the same location as the documents and folder']"
All office supplies on table,Put all office supplies on the table,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,8,4,9,Place at the table_0,4,2,0.5,"['Document_3 on table', 'Document_1 on table']",2,Failure,"['Pick up the marker_0', 'Place at the table_0', 'Pick up the document_1', 'Place at the table_0', 'Pick up the document_3', 'Place at the table_0', 'Pick up the folder_1', 'Place at the table_0']"
All office supplies on table,Put all office supplies where they are easy to work with,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,14,1,9,Pick up the marker_0 on the chair_0,4,1,0.25,"['Document_3 on table', 'Document_1 on table', 'Marker on table']",3,Failed parsing,"['Pick up the marker_0 on the chair_0', 'Place at the table_0 at the same location as the documents', 'Pick up the document_0 on the table_0', 'Place at the cabinet_0 at the same location as the other documents', 'Pick up the document_2 on the table_0', 'Place at the cabinet_0 at the same location as the other documents', 'Pick up the folder_0 on the table_0', 'Place at the cabinet_0 at the same location as the other documents', 'Pick up the document_1 on the cabinet_0', 'Place at the table_0 at the same location as the marker', 'Pick up the document_3 on the cabinet_0', 'Place at the table_0 at the same location as the marker', 'Pick up the folder_1 in the room', 'Place at the table_0 at the same location as the marker']"
Swap chair and cabinet contents,Place the marker in the cabinet and the documents from the cabinet on the chair.,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,5,1,7,Pick up the marker_0 on the chair_0,3,0,0.0,"['Document_3 on chair', 'Document_1 on chair', 'Marker in cabinet']",1,Failed parsing,"['Pick up the marker_0 on the chair_0', 'Place at the cabinet_0', 'Pick up the document_1 at the cabinet_0', 'Pick up the document_3 at the cabinet_0', 'Place at the chair_0']"
Swap chair and cabinet contents,Place what's on the chair into the cabinet and the contents of the cabinet on the chair,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,5,1,7,Pick up the white marker_0 on the chair_0,3,0,0.0,"['Document_3 on chair', 'Document_1 on chair', 'Marker in cabinet']",2,Failed parsing,"['Pick up the white marker_0 on the chair_0', 'Place at the cabinet_0', 'Pick up the white document_1 inside the cabinet_0', 'Pick up the white document_3 inside the cabinet_0', 'Place at the chair_0']"
Swap chair and cabinet contents,Swap the contents of chair and cabinet,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,6,1,7,Pick up the marker_0 on the chair_0,3,0,0.0,"['Document_3 on chair', 'Document_1 on chair', 'Marker in cabinet']",3,Failed parsing,"['Pick up the marker_0 on the chair_0', 'Place at the cabinet_0', 'Pick up the document_1 on the cabinet_0', 'Place at the chair_0', 'Pick up the document_3 on the cabinet_0', 'Place at the chair_0']"
Organize file cabinet,"Place the marker on the table, the documents and folders in the cabinet.",MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,10,1,11,Pick up the marker_0 on the chair_0,5,0,0.0,"['Document_0 in cabinet', 'Document_2 in cabinet', 'Folder_0 in cabinet', 'Folder_1 in cabinet', 'Marker on table']",1,Failed parsing,"['Pick up the marker_0 on the chair_0', 'Place at the table_0 at the same location as the document_0', 'Pick up the document_0 on the table_0', 'Pick up the document_2 on the table_0', 'Pick up the folder_0 on the table_0', 'Place at the cabinet_0 at the same location as the document_1', 'Pick up the document_1 on the cabinet_0', 'Pick up the document_3 on the cabinet_0', 'Pick up the folder_1 in the same room as the robot', 'Place at the cabinet_0 at the same location as the document_1']"
Organize file cabinet,Place writing utensils on the table and papers in the cabinet,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,8,4,11,Pick up the white document_2 next to the document_0,5,1,0.2,"['Document_0 in cabinet', 'Document_2 in cabinet', 'Folder_0 in cabinet', 'Folder_1 in cabinet']",2,Type of action cannot be performed,"['Pick up the white marker next to the cabinet_0', 'Place at the table_0', 'Pick up the white document_0 next to the folder_0', 'Pick up the white document_2 next to the document_0', 'Place at the cabinet_0', 'Pick up the white document_1 at the cabinet_0', 'Pick up the white document_3 at the cabinet_0', 'Place at the cabinet_0']"
Organize file cabinet,Organize the room,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,11,1,11,Pick up the marker_0 on the chair_0,5,0,0.0,"['Document_0 in cabinet', 'Document_2 in cabinet', 'Folder_0 in cabinet', 'Folder_1 in cabinet', 'Marker on table']",3,Failed parsing,"['Pick up the marker_0 on the chair_0', 'Place at the cabinet_0', 'Pick up the document_0 on the table_0', 'Pick up the document_2 on the table_0', 'Pick up the folder_0 on the table_0', 'Place at the cabinet_0', 'Pick up the document_1 on the cabinet_0', 'Pick up the document_3 on the cabinet_0', 'Place at the table_0', 'Pick up the folder_1 on the floor', 'Place at the table_0']"
Broom in cabinet,Place the broom inside the cabinet.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,True,2,2,3,,1,1,1.0,[],1,Success,"['Pick up the broom next to the electric_refrigerator_0', 'Place at the cabinet_0 at the same location as the soap_0']"
Broom in cabinet,Place the sweeping tool into the cabinet.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,True,2,2,3,,1,1,1.0,[],2,Success,"['Pick up the broom next to the electric_refrigerator_0', 'Place at the cabinet_0 at the same location as the soap_0']"
Broom in cabinet,Put the sweeping tool away.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,True,2,2,3,,1,1,1.0,[],3,Success,"['Pick up the broom next to the electric refrigerator', 'Place at the cabinet at the same location as the soap']"
Cleaning tools on countertop,"Place broom, rag, bin, and dustpan on the countertop.",MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,5,2,9,Pick up the rag inside the cabinet_0,4,0,0.0,"['Broom at countertop', 'Rag at countertop', 'Bin at countertop', 'Dustpan at countertop']",1,Failure,"['Pick up the broom next to the electric_refrigerator_0', 'Pick up the rag inside the cabinet_0', 'Pick up the bin', 'Pick up the dustpan inside the cabinet_0', 'Place at the countertop_0']"
Cleaning tools on countertop,Place all utensils for sweeping and wiping on the countertop.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,4,2,9,Pick up the dustpan_0 inside the cabinet_0,4,0,0.0,"['Broom at countertop', 'Rag at countertop', 'Bin at countertop', 'Dustpan at countertop']",2,Failure,"['Pick up the rag_0 inside the cabinet_0', 'Pick up the dustpan_0 inside the cabinet_0', 'Pick up the broom_0 next to the electric_refrigerator_0', 'Place at the countertop_0']"
Cleaning tools on countertop,I want all utensils for sweeping and wiping where I prepare the food.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,4,2,9,Pick up the dustpan_0 inside the cabinet_0,4,0,0.0,"['Broom at countertop', 'Rag at countertop', 'Bin at countertop', 'Dustpan at countertop']",3,Failure,"['Pick up the rag_0 inside the cabinet_0', 'Pick up the dustpan_0 inside the cabinet_0', 'Pick up the broom_0 next to the electric_refrigerator_0', 'Place at the countertop_0']"
"Broom, blender on countertop",Put broom and blender on the countertop.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,3,2,5,Pick up the blender next to the cabinet_1,2,0,0.0,"['Broom at countertop', 'Blender at countertop']",1,Failure,"['Pick up the broom next to the electric_refrigerator_0', 'Pick up the blender next to the cabinet_1', 'Place at the countertop_0']"
"Broom, blender on countertop",Put all utensils that are not inside furniture on the countertop.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,True,4,4,5,,2,2,1.0,[],2,Success,"['Pick up the blender next to cabinet_1', 'Place at the countertop_0', 'Pick up the broom next to electric_refrigerator_0', 'Place at the countertop_0']"
"Broom, blender on countertop",Pick up what shouldn't be on the floor and put on the countertop.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,9,2,5,Pick up the rag_0,2,0,0.0,"['Broom at countertop', 'Blender at countertop']",3,Failure,"['Pick up the soap_0', 'Pick up the rag_0', 'Pick up the dustpan_0', 'Pick up the broom_0', 'Pick up the casserole_0', 'Pick up the plate_0', 'Pick up the vegetable_oil_0', 'Pick up the apple_0', 'Place at the countertop_0']"
Empty fridge,"Remove the plate, casserole, apple, and vegetable oil from the fridge.",MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,5,2,9,Pick up the casserole inside the electric_refrigerator_0,4,1,0.25,"['Casserole removed', 'Vegetable oil removed', 'Apple removed.']",1,Failed parsing,"['Pick up the plate inside the electric_refrigerator_0', 'Pick up the casserole inside the electric_refrigerator_0', 'Pick up the apple inside the electric_refrigerator_0', 'Pick up the vegetable_oil inside the electric_refrigerator_0', 'Place at the countertop_0']"
Empty fridge,Remove all items from inside the fridge.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,8,1,9,Pick up the casserole inside the electric_refrigerator_0,4,0,0.0,"['Plate removed', 'Casserole removed', 'Vegetable oil removed', 'Apple removed.']",2,Failed parsing,"['Pick up the casserole inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the plate inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the vegetable_oil inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the apple inside the electric_refrigerator_0', 'Place at the countertop_0']"
Empty fridge,Clear out the fridge.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,5,1,9,Pick up the casserole inside the electric_refrigerator_0,4,0,0.0,"['Plate removed', 'Casserole removed', 'Vegetable oil removed', 'Apple removed.']",3,Failed parsing,"['Pick up the casserole inside the electric_refrigerator_0', 'Pick up the plate inside the electric_refrigerator_0', 'Pick up the vegetable_oil inside the electric_refrigerator_0', 'Pick up the apple inside the electric_refrigerator_0', 'Place at the countertop_0']"
"Swap contents of fridge, cabinet","Place the vegetable oil, plate, casserole, and apple on the countertop. Then place the soap, rag, and dustpan in the fridge. Then place the oil, plate, casserole, and apple in the cabinet.",MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,14,1,15,Pick up the vegetable oil next to the electric refrigerator,7,0,0.0,"['Plate swapped.', 'Casserole swapped.', 'Vegetable oil swapped', 'Apple swapped', 'Soap swapped', 'Rag swapped', 'Dustpan swapped']",1,No valid target,"['Pick up the vegetable oil next to the electric refrigerator', 'Pick up the plate next to the electric refrigerator', 'Pick up the casserole next to the electric refrigerator', 'Pick up the apple next to the electric refrigerator', 'Place at the countertop', 'Pick up the soap inside the cabinet', 'Pick up the rag inside the cabinet', 'Pick up the dustpan next to the cabinet', 'Place at the electric refrigerator', 'Pick up the vegetable oil on the countertop', 'Pick up the plate on the countertop', 'Pick up the casserole on the countertop', 'Pick up the apple on the countertop', 'Place at the cabinet next to the blender']"
"Swap contents of fridge, cabinet","Place all the contents of the fridge on the countertop, then all contents of the cabinet in the fridge, and then the items from the countertop in the cabinet.",MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,14,1,15,Pick up the casserole inside the electric_refrigerator_0,7,0,0.0,"['Plate swapped.', 'Casserole swapped.', 'Vegetable oil swapped', 'Apple swapped', 'Soap swapped', 'Rag swapped', 'Dustpan swapped']",2,Failed parsing,"['Pick up the casserole inside the electric_refrigerator_0', 'Pick up the plate inside the electric_refrigerator_0', 'Pick up the vegetable_oil inside the electric_refrigerator_0', 'Pick up the apple inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the soap inside the cabinet_0', 'Pick up the rag inside the cabinet_0', 'Pick up the dustpan inside the cabinet_0', 'Place at the electric_refrigerator_0', 'Pick up the casserole at the countertop_0', 'Pick up the plate at the countertop_0', 'Pick up the vegetable_oil at the countertop_0', 'Pick up the apple at the countertop_0', 'Place at the cabinet_0']"
"Swap contents of fridge, cabinet",Swap the contents of the fridge and the cabinet.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,9,1,15,Pick up the casserole inside the electric_refrigerator_0,7,0,0.0,"['Plate swapped.', 'Casserole swapped.', 'Vegetable oil swapped', 'Apple swapped', 'Soap swapped', 'Rag swapped', 'Dustpan swapped']",3,Failed parsing,"['Pick up the casserole inside the electric_refrigerator_0', 'Pick up the plate inside the electric_refrigerator_0', 'Pick up the vegetable_oil inside the electric_refrigerator_0', 'Pick up the apple inside the electric_refrigerator_0', 'Place at the cabinet_0', 'Pick up the soap inside the cabinet_0', 'Pick up the rag inside the cabinet_0', 'Pick up the dustpan inside the cabinet_0', 'Place at the electric_refrigerator_0']"
Necklace on table,Place the necklace on the table.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,2,2,3,,1,1,1.0,[],1,Success,"['Pick up the necklace_0', 'Place at the table_0']"
Necklace on table,Put any jewelry on the table.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,2,2,3,,1,1,1.0,[],2,Success,"['Pick up the white necklace on the floor', 'Place at the table at the same location as the notebook']"
Necklace on table,Jewelry shouldn't be on the floor!,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,2,2,3,,1,1,1.0,[],3,Success,"['Pick up the white necklace on the floor', 'Place at the table_0 at the same location as the table_1']"
Socks in cabinet,Place both socks in the cabinet,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,3,2,5,Pick up the sock on top of the sofa,2,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet']",1,Failed parsing,"['Pick up the sock in front of the robot', 'Pick up the sock on top of the sofa', 'Place at the cabinet at the same location as the gym_shoe_0']"
Socks in cabinet,Place any clothing items in the cabinet.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,4,1,5,Pick up the gym_shoe_0 at the cabinet_0,2,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet']",2,Failed parsing,"['Pick up the gym_shoe_0 at the cabinet_0', 'Pick up the sock_0 at the sofa_0', 'Pick up the sock_1 in front of the robot', 'Place at the cabinet_0']"
Socks in cabinet,Clean up the clothing items.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,4,2,5,Pick up the sock_0 at the same location as the sofa_0,2,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet']",3,Failure,"['Pick up the gym_shoe_0 at the same location as the cabinet_0', 'Pick up the sock_0 at the same location as the sofa_0', 'Pick up the sock_1 in front of the robot', 'Place at the cabinet_0']"
Prepare gym clothing,Place both socks and the gym shoes on a table.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,4,2,9,Pick up the sock on top of the sofa,4,0,0.0,"['Sock_1 on table', 'Sock_0 on table', 'Shoes on table', 'All at same location']",1,Failed parsing,"['Pick up the sock in front of the robot', 'Pick up the sock on top of the sofa', 'Pick up the gym shoe on top of the cabinet', 'Place at the table in front of the robot']"
Prepare gym clothing,Place the gym clothing on a table.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,4,2,9,Pick up the sock_0 at the same location as sofa_0,4,0,0.0,"['Sock_1 on table', 'Sock_0 on table', 'Shoes on table', 'All at same location']",2,Failure,"['Pick up the gym_shoe_0 at the same location as cabinet_0', 'Pick up the sock_0 at the same location as sofa_0', 'Pick up the sock_1 in front of the robot', 'Place at the table_0 in front of the robot']"
Prepare gym clothing,Prepare my gym clothing where I can easily reach it!,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,4,1,9,Pick up the gym_shoe_0 next to the cabinet_0,4,0,0.0,"['Sock_1 on table', 'Sock_0 on table', 'Shoes on table', 'All at same location']",3,No valid target,"['Pick up the gym_shoe_0 next to the cabinet_0', 'Pick up the sock_0 next to the sofa_0', 'Pick up the sock_1 in front of the robot', 'Place at the table_0 in front of the robot']"
Notebook on couch table,Place the notebook on the table next to the sofa,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,2,2,3,Place at the table at the same location as the sofa_0,1,0,0.0,['Journal on table'],1,Failed parsing,"['Pick up the notebook under the table_1', 'Place at the table at the same location as the sofa_0']"
Notebook on couch table,Place the journal on the table next to the sofa,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,2,2,3,,1,0,0.0,['Journal on table'],2,Success,"['Pick up the notebook_0 under the table_1', 'Place at the table_0 at the same location as the sofa_0']"
Notebook on couch table,Put the journal on the couch table,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,2,2,3,Place at the table_0 at the same location as the table_1,1,0,0.0,['Journal on table'],3,Failure,"['Pick up the notebook_0 under the table_1', 'Place at the table_0 at the same location as the table_1']"
